station_id,timestamp,wind_vv_m_s,wind_vmax_m_s,wind_dv_g,wind_dmax_g
5796,2025-05-13 09:00:00+00:00,0.4,1.4,337.0,312.0
5835X,2025-05-13 09:00:00+00:00,1.3,2.5,246.0,230.0
5858X,2025-05-13 09:00:00+00:00,1.1,2.6,45.0,335.0
5860E,2025-05-13 09:00:00+00:00,1.9,3.7,286.0,311.0
5891X,2025-05-13 09:00:00+00:00,1.4,3.6,321.0,317.0
5906X,2025-05-13 09:00:00+00:00,1.8,3.6,315.0,295.0
5911A,2025-05-13 09:00:00+00:00,1.2,3.8,103.0,79.0
5919X,2025-05-13 09:00:00+00:00,2.5,4.6,267.0,265.0
5941X,2025-05-13 09:00:00+00:00,1.8,4.3,313.0,302.0
5950X,2025-05-13 09:00:00+00:00,1.2,3.7,278.0,235.0
5960,2025-05-13 09:00:00+00:00,2.1,3.6,310.0,320.0
5972X,2025-05-13 09:00:00+00:00,2.0,3.8,308.0,305.0
5973,2025-05-13 09:00:00+00:00,1.9,3.2,346.0,345.0
5983X,2025-05-13 09:00:00+00:00,4.5,6.4,294.0,305.0
5995B,2025-05-13 09:00:00+00:00,2.2,5.2,289.0,277.0
5996B,2025-05-13 09:00:00+00:00,1.9,3.1,196.0,217.0
5998X,2025-05-13 09:00:00+00:00,1.0,2.7,311.0,312.0
6000A,2025-05-13 09:00:00+00:00,1.7,3.3,293.0,280.0
6001,2025-05-13 09:00:00+00:00,3.0,9.9,284.0,230.0
6032X,2025-05-13 09:00:00+00:00,1.2,1.8,222.0,217.0
6040X,2025-05-13 09:00:00+00:00,0.9,2.5,205.0,270.0
6042I,2025-05-13 09:00:00+00:00,3.3,6.7,290.0,282.0
6045X,2025-05-13 09:00:00+00:00,1.5,3.5,167.0,182.0
6050X,2025-05-13 09:00:00+00:00,0.8,3.9,104.0,25.0
6056X,2025-05-13 09:00:00+00:00,4.4,8.8,253.0,252.0
6058I,2025-05-13 09:00:00+00:00,1.0,4.3,60.0,69.0
6069X,2025-05-13 09:00:00+00:00,0.9,2.5,230.0,255.0
6076X,2025-05-13 09:00:00+00:00,1.9,3.5,204.0,210.0
6083X,2025-05-13 09:00:00+00:00,4.5,5.1,243.0,237.0
6084X,2025-05-13 09:00:00+00:00,0.7,1.8,128.0,119.0
6088X,2025-05-13 09:00:00+00:00,1.8,3.9,205.0,150.0
6106X,2025-05-13 09:00:00+00:00,0.5,2.1,110.0,115.0
6127X,2025-05-13 09:00:00+00:00,2.6,8.1,309.0,290.0
6155A,2025-05-13 09:00:00+00:00,2.8,8.2,180.0,280.0
6156X,2025-05-13 09:00:00+00:00,1.4,3.5,238.0,243.0
6172O,2025-05-13 09:00:00+00:00,1.2,2.6,104.0,102.0
6172X,2025-05-13 09:00:00+00:00,1.4,3.0,176.0,162.0
6199X,2025-05-13 09:00:00+00:00,2.8,3.8,162.0,155.0
6201X,2025-05-13 09:00:00+00:00,2.4,4.2,191.0,195.0
6205X,2025-05-13 09:00:00+00:00,1.4,4.0,203.0,200.0
6213X,2025-05-13 09:00:00+00:00,1.6,3.2,178.0,155.0
6248D,2025-05-13 09:00:00+00:00,1.8,4.1,186.0,179.0
6267X,2025-05-13 09:00:00+00:00,2.5,4.4,197.0,205.0
6268Y,2025-05-13 09:00:00+00:00,1.8,3.5,197.0,157.0
6272X,2025-05-13 09:00:00+00:00,0.7,3.3,89.0,132.0
6277B,2025-05-13 09:00:00+00:00,0.7,2.4,203.0,268.0
6293X,2025-05-13 09:00:00+00:00,1.7,4.2,92.0,104.0
6299I,2025-05-13 09:00:00+00:00,4.8,7.7,163.0,165.0
6302A,2025-05-13 09:00:00+00:00,1.7,4.4,61.0,67.0
6307C,2025-05-13 09:00:00+00:00,2.0,4.6,207.0,222.0
6307X,2025-05-13 09:00:00+00:00,2.2,5.0,3.0,340.0
6312E,2025-05-13 09:00:00+00:00,1.7,3.3,101.0,180.0
6325O,2025-05-13 09:00:00+00:00,4.4,6.7,100.0,110.0
6329X,2025-05-13 09:00:00+00:00,6.3,8.9,118.0,117.0
6332Y,2025-05-13 09:00:00+00:00,4.1,7.3,40.0,49.0
6335O,2025-05-13 09:00:00+00:00,2.1,5.2,77.0,95.0
6340X,2025-05-13 09:00:00+00:00,3.5,,,
6364X,2025-05-13 09:00:00+00:00,1.6,3.2,113.0,100.0
6375X,2025-05-13 09:00:00+00:00,1.0,2.5,54.0,337.0
7002Y,2025-05-13 09:00:00+00:00,3.8,5.0,134.0,162.0
7007Y,2025-05-13 09:00:00+00:00,2.6,4.8,186.0,170.0
7012C,2025-05-13 09:00:00+00:00,1.1,3.0,174.0,154.0
7012D,2025-05-13 09:00:00+00:00,2.7,5.2,107.0,103.0
7019X,2025-05-13 09:00:00+00:00,3.1,5.2,122.0,125.0
7026X,2025-05-13 09:00:00+00:00,1.8,4.1,213.0,207.0
7031X,2025-05-13 09:00:00+00:00,2.5,4.1,90.0,110.0
7096B,2025-05-13 09:00:00+00:00,0.5,2.7,291.0,225.0
7119B,2025-05-13 09:00:00+00:00,2.8,4.8,75.0,135.0
7121A,2025-05-13 09:00:00+00:00,0.7,2.6,67.0,52.0
7138B,2025-05-13 09:00:00+00:00,0.9,3.4,349.0,105.0
7145D,2025-05-13 09:00:00+00:00,0.5,3.6,326.0,239.0
7172X,2025-05-13 09:00:00+00:00,1.9,4.2,95.0,97.0
7178I,2025-05-13 09:00:00+00:00,2.2,4.4,66.0,48.0
7203A,2025-05-13 09:00:00+00:00,1.8,3.1,175.0,200.0
7209,2025-05-13 09:00:00+00:00,0.8,3.2,70.0,40.0
7227X,2025-05-13 09:00:00+00:00,1.8,4.5,30.0,22.0
7237E,2025-05-13 09:00:00+00:00,1.9,5.1,151.0,165.0
7244X,2025-05-13 09:00:00+00:00,1.8,3.3,31.0,35.0
7247X,2025-05-13 09:00:00+00:00,2.0,4.3,97.0,112.0
7275C,2025-05-13 09:00:00+00:00,2.0,5.7,113.0,146.0
8008Y,2025-05-13 09:00:00+00:00,2.4,5.3,159.0,202.0
8019,2025-05-13 09:00:00+00:00,3.4,6.2,110.0,140.0
8025,2025-05-13 09:00:00+00:00,1.9,4.3,95.0,130.0
8036Y,2025-05-13 09:00:00+00:00,3.2,5.4,166.0,175.0
8050X,2025-05-13 09:00:00+00:00,2.7,5.3,79.0,92.0
8057C,2025-05-13 09:00:00+00:00,1.1,4.6,88.0,82.0
8058Y,2025-05-13 09:00:00+00:00,2.5,4.7,30.0,7.0
8059C,2025-05-13 09:00:00+00:00,2.2,4.4,76.0,95.0
8072Y,2025-05-13 09:00:00+00:00,1.8,3.9,13.0,350.0
8096,2025-05-13 09:00:00+00:00,0.7,2.1,236.0,245.0
8155Y,2025-05-13 09:00:00+00:00,0.7,2.0,291.0,182.0
8175,2025-05-13 09:00:00+00:00,0.8,2.8,197.0,282.0
8177A,2025-05-13 09:00:00+00:00,1.0,2.7,214.0,225.0
8178D,2025-05-13 09:00:00+00:00,0.4,1.7,237.0,250.0
8191Y,2025-05-13 09:00:00+00:00,1.1,3.0,82.0,72.0
8193E,2025-05-13 09:00:00+00:00,1.1,3.0,52.0,45.0
8198Y,2025-05-13 09:00:00+00:00,1.2,4.1,94.0,52.0
8203O,2025-05-13 09:00:00+00:00,2.5,,127.0,
8210Y,2025-05-13 09:00:00+00:00,0.6,2.8,337.0,197.0
8270X,2025-05-13 09:00:00+00:00,1.1,3.2,48.0,25.0
8283X,2025-05-13 09:00:00+00:00,1.3,3.2,29.0,65.0
8293X,2025-05-13 09:00:00+00:00,0.8,2.4,78.0,71.0
8300X,2025-05-13 09:00:00+00:00,1.3,3.5,360.0,302.0
8309X,2025-05-13 09:00:00+00:00,2.0,3.6,126.0,125.0
8325X,2025-05-13 09:00:00+00:00,1.7,6.3,29.0,75.0
8354X,2025-05-13 09:00:00+00:00,1.9,3.7,75.0,70.0
8368U,2025-05-13 09:00:00+00:00,1.1,2.6,63.0,100.0
8376,2025-05-13 09:00:00+00:00,3.3,6.6,135.0,127.0
8395X,2025-05-13 09:00:00+00:00,1.7,3.3,170.0,180.0
8409X,2025-05-13 09:00:00+00:00,1.0,2.9,86.0,210.0
8414A,2025-05-13 09:00:00+00:00,1.4,3.1,60.0,60.0
8416X,2025-05-13 09:00:00+00:00,0.5,2.9,67.0,84.0
8416Y,2025-05-13 09:00:00+00:00,0.8,4.4,13.0,7.0
8439X,2025-05-13 09:00:00+00:00,1.5,4.6,127.0,100.0
8458X,2025-05-13 09:00:00+00:00,3.7,7.1,122.0,132.0
8472A,2025-05-13 09:00:00+00:00,0.4,1.7,304.0,20.0
8486X,2025-05-13 09:00:00+00:00,2.9,6.2,166.0,172.0
8489X,2025-05-13 09:00:00+00:00,3.2,5.5,88.0,87.0
8492X,2025-05-13 09:00:00+00:00,0.8,2.2,145.0,100.0
8503Y,2025-05-13 09:00:00+00:00,2.2,5.2,111.0,97.0
8520X,2025-05-13 09:00:00+00:00,1.7,4.2,131.0,142.0
9001D,2025-05-13 09:00:00+00:00,2.0,4.6,202.0,183.0
9001S,2025-05-13 09:00:00+00:00,1.1,9.4,152.0,218.0
9016X,2025-05-13 09:00:00+00:00,2.3,5.4,279.0,260.0
9019B,2025-05-13 09:00:00+00:00,1.4,2.6,246.0,241.0
9031C,2025-05-13 09:00:00+00:00,2.8,6.8,275.0,260.0
9051,2025-05-13 09:00:00+00:00,2.9,5.2,146.0,145.0
9060X,2025-05-13 09:00:00+00:00,0.5,4.6,209.0,217.0
9069C,2025-05-13 09:00:00+00:00,1.8,4.9,123.0,135.0
9073X,2025-05-13 09:00:00+00:00,2.8,5.5,127.0,125.0
9091R,2025-05-13 09:00:00+00:00,1.2,3.6,350.0,350.0
9111,2025-05-13 09:00:00+00:00,1.8,3.8,82.0,84.0
9115X,2025-05-13 09:00:00+00:00,5.7,13.0,151.0,170.0
9141V,2025-05-13 09:00:00+00:00,2.0,4.1,42.0,40.0
9145Y,2025-05-13 09:00:00+00:00,1.7,5.2,106.0,107.0
9170,2025-05-13 09:00:00+00:00,4.3,6.2,80.0,80.0
9171K,2025-05-13 09:00:00+00:00,2.5,5.5,105.0,80.0
9188,2025-05-13 09:00:00+00:00,2.8,5.1,205.0,232.0
9195C,2025-05-13 09:00:00+00:00,3.5,6.6,115.0,91.0
9198X,2025-05-13 09:00:00+00:00,0.2,0.7,172.0,60.0
9201X,2025-05-13 09:00:00+00:00,1.0,1.8,127.0,105.0
9207,2025-05-13 09:00:00+00:00,0.8,3.6,337.0,50.0
9208E,2025-05-13 09:00:00+00:00,0.5,2.6,235.0,40.0
9211F,2025-05-13 09:00:00+00:00,2.8,5.1,144.0,187.0
9218A,2025-05-13 09:00:00+00:00,2.0,4.6,189.0,187.0
9228J,2025-05-13 09:00:00+00:00,0.8,2.8,100.0,67.0
9228T,2025-05-13 09:00:00+00:00,1.0,2.4,193.0,125.0
9244X,2025-05-13 09:00:00+00:00,0.9,2.3,328.0,18.0
9245X,2025-05-13 09:00:00+00:00,1.3,2.6,15.0,287.0
9252X,2025-05-13 09:00:00+00:00,1.1,3.6,154.0,155.0
9262P,2025-05-13 09:00:00+00:00,4.8,6.0,112.0,115.0
9263D,2025-05-13 09:00:00+00:00,1.3,3.6,130.0,120.0
9263X,2025-05-13 09:00:00+00:00,1.8,5.3,73.0,70.0
9274X,2025-05-13 09:00:00+00:00,2.0,4.7,82.0,92.0
9287A,2025-05-13 09:00:00+00:00,3.3,5.6,175.0,180.0
9293X,2025-05-13 09:00:00+00:00,1.6,3.4,78.0,77.0
9294E,2025-05-13 09:00:00+00:00,1.1,4.1,64.0,103.0
9299X,2025-05-13 09:00:00+00:00,1.6,3.7,87.0,57.0
9302Y,2025-05-13 09:00:00+00:00,1.6,3.3,119.0,85.0
9321Y,2025-05-13 09:00:00+00:00,1.2,2.8,117.0,32.0
9336D,2025-05-13 09:00:00+00:00,2.4,4.7,259.0,127.0
9344C,2025-05-13 09:00:00+00:00,1.0,2.7,289.0,322.0
9352A,2025-05-13 09:00:00+00:00,2.4,3.9,292.0,270.0
9374X,2025-05-13 09:00:00+00:00,2.0,4.0,164.0,187.0
9377Y,2025-05-13 09:00:00+00:00,2.7,4.3,95.0,105.0
9381I,2025-05-13 09:00:00+00:00,0.7,1.6,165.0,165.0
9390,2025-05-13 09:00:00+00:00,0.6,3.3,109.0,225.0
9394X,2025-05-13 09:00:00+00:00,1.1,2.2,257.0,260.0
9427X,2025-05-13 09:00:00+00:00,1.3,2.7,12.0,25.0
9434,2025-05-13 09:00:00+00:00,1.2,2.7,296.0,335.0
9434P,2025-05-13 09:00:00+00:00,1.1,2.4,19.0,19.0
9445L,2025-05-13 09:00:00+00:00,1.7,3.9,127.0,177.0
9451F,2025-05-13 09:00:00+00:00,1.3,3.3,206.0,178.0
9453X,2025-05-13 09:00:00+00:00,0.4,1.4,144.0,127.0
9460X,2025-05-13 09:00:00+00:00,0.8,2.1,96.0,355.0
9491X,2025-05-13 09:00:00+00:00,1.9,4.2,150.0,137.0
9495Y,2025-05-13 09:00:00+00:00,1.6,3.3,243.0,285.0
9501X,2025-05-13 09:00:00+00:00,1.4,3.6,60.0,53.0
9510X,2025-05-13 09:00:00+00:00,1.3,2.8,37.0,85.0
9513X,2025-05-13 09:00:00+00:00,1.2,2.5,58.0,62.0
9531Y,2025-05-13 09:00:00+00:00,0.9,2.5,292.0,300.0
9546B,2025-05-13 09:00:00+00:00,0.8,2.5,338.0,347.0
9550C,2025-05-13 09:00:00+00:00,1.5,3.6,41.0,55.0
9561X,2025-05-13 09:00:00+00:00,1.4,3.3,79.0,67.0
9562X,2025-05-13 09:00:00+00:00,0.6,2.4,303.0,92.0
9569A,2025-05-13 09:00:00+00:00,1.6,3.3,35.0,327.0
9573X,2025-05-13 09:00:00+00:00,1.8,4.2,255.0,280.0
9574B,2025-05-13 09:00:00+00:00,2.2,4.4,327.0,301.0
9585,2025-05-13 09:00:00+00:00,1.9,3.3,347.0,324.0
9590,2025-05-13 09:00:00+00:00,0.8,2.2,194.0,150.0
9590D,2025-05-13 09:00:00+00:00,1.7,6.0,218.0,171.0
9632X,2025-05-13 09:00:00+00:00,0.7,,,
9638D,2025-05-13 09:00:00+00:00,1.5,2.6,32.0,32.0
9657X,2025-05-13 09:00:00+00:00,0.3,1.2,89.0,185.0
9677,2025-05-13 09:00:00+00:00,2.5,6.5,177.0,192.0
9698U,2025-05-13 09:00:00+00:00,1.2,4.2,173.0,175.0
9707,2025-05-13 09:00:00+00:00,0.6,3.2,326.0,285.0
9724X,2025-05-13 09:00:00+00:00,2.7,4.8,217.0,212.0
9726E,2025-05-13 09:00:00+00:00,1.5,3.9,201.0,190.0
9729X,2025-05-13 09:00:00+00:00,1.5,3.1,269.0,275.0
9744B,2025-05-13 09:00:00+00:00,2.3,4.0,226.0,235.0
9751,2025-05-13 09:00:00+00:00,3.5,6.9,333.0,320.0
9756X,2025-05-13 09:00:00+00:00,2.4,4.7,86.0,97.0
9771C,2025-05-13 09:00:00+00:00,1.7,3.5,227.0,265.0
9784P,2025-05-13 09:00:00+00:00,0.7,1.7,315.0,307.0
9808X,2025-05-13 09:00:00+00:00,0.9,3.2,102.0,2.0
9812M,2025-05-13 09:00:00+00:00,0.0,1.4,,208.0
9814I,2025-05-13 09:00:00+00:00,4.3,6.0,181.0,186.0
9814X,2025-05-13 09:00:00+00:00,0.8,1.8,75.0,102.0
9838B,2025-05-13 09:00:00+00:00,0.2,1.4,240.0,270.0
9839V,2025-05-13 09:00:00+00:00,0.6,6.1,335.0,225.0
9843A,2025-05-13 09:00:00+00:00,0.7,3.8,349.0,25.0
9855E,2025-05-13 09:00:00+00:00,0.9,2.3,290.0,327.0
9866C,2025-05-13 09:00:00+00:00,0.9,5.0,337.0,12.0
9894Y,2025-05-13 09:00:00+00:00,1.5,3.1,357.0,12.0
9898,2025-05-13 09:00:00+00:00,1.1,3.5,291.0,268.0
9908X,2025-05-13 09:00:00+00:00,1.6,4.2,55.0,92.0
9911X,2025-05-13 09:00:00+00:00,1.7,5.0,82.0,50.0
9918Y,2025-05-13 09:00:00+00:00,1.3,2.5,61.0,47.0
9924X,2025-05-13 09:00:00+00:00,0.9,3.4,270.0,27.0
9935X,2025-05-13 09:00:00+00:00,1.5,3.0,64.0,57.0
9947X,2025-05-13 09:00:00+00:00,0.8,3.6,243.0,252.0
9961X,2025-05-13 09:00:00+00:00,1.0,3.3,65.0,115.0
9975X,2025-05-13 09:00:00+00:00,2.2,4.8,118.0,112.0
9981A,2025-05-13 09:00:00+00:00,1.8,3.5,170.0,175.0
9988B,2025-05-13 09:00:00+00:00,3.6,7.2,211.0,221.0
9990X,2025-05-13 09:00:00+00:00,0.2,0.7,272.0,298.0
9994X,2025-05-13 09:00:00+00:00,0.8,2.0,11.0,357.0
9995Y,2025-05-13 09:00:00+00:00,3.1,4.7,14.0,20.0
9998X,2025-05-13 09:00:00+00:00,1.8,5.5,114.0,112.0
B013X,2025-05-13 09:00:00+00:00,1.5,4.2,94.0,119.0
B051A,2025-05-13 09:00:00+00:00,1.9,4.4,292.0,278.0
B087X,2025-05-13 09:00:00+00:00,1.8,5.2,323.0,270.0
B103B,2025-05-13 09:00:00+00:00,1.7,6.0,186.0,168.0
B158X,2025-05-13 09:00:00+00:00,2.3,5.7,171.0,162.0
B228,2025-05-13 09:00:00+00:00,1.0,3.2,207.0,193.0
B236C,2025-05-13 09:00:00+00:00,1.7,4.0,160.0,170.0
B248,2025-05-13 09:00:00+00:00,2.9,5.0,182.0,159.0
B275E,2025-05-13 09:00:00+00:00,2.7,,,
B278,2025-05-13 09:00:00+00:00,4.0,6.2,240.0,230.0
B301,2025-05-13 09:00:00+00:00,2.5,4.4,147.0,182.0
B341X,2025-05-13 09:00:00+00:00,2.2,4.0,198.0,187.0
B373X,2025-05-13 09:00:00+00:00,1.8,5.4,270.0,245.0
B398A,2025-05-13 09:00:00+00:00,2.7,4.4,165.0,132.0
B410B,2025-05-13 09:00:00+00:00,2.5,4.4,171.0,201.0
B496X,2025-05-13 09:00:00+00:00,2.9,4.8,155.0,155.0
B569X,2025-05-13 09:00:00+00:00,4.9,5.9,186.0,189.0
B605X,2025-05-13 09:00:00+00:00,0.8,2.0,6.0,142.0
B614E,2025-05-13 09:00:00+00:00,1.3,4.1,72.0,95.0
B640X,2025-05-13 09:00:00+00:00,1.7,3.2,106.0,120.0
B644B,2025-05-13 09:00:00+00:00,1.7,3.8,161.0,80.0
B656A,2025-05-13 09:00:00+00:00,1.0,3.1,235.0,180.0
B662X,2025-05-13 09:00:00+00:00,2.4,4.3,178.0,162.0
B691Y,2025-05-13 09:00:00+00:00,1.1,3.0,118.0,120.0
B760X,2025-05-13 09:00:00+00:00,1.3,4.6,100.0,120.0
B780X,2025-05-13 09:00:00+00:00,1.1,1.7,198.0,215.0
B800X,2025-05-13 09:00:00+00:00,2.4,,206.0,
B825B,2025-05-13 09:00:00+00:00,3.0,5.6,194.0,197.0
B870C,2025-05-13 09:00:00+00:00,1.7,3.8,176.0,195.0
B893,2025-05-13 09:00:00+00:00,2.8,5.1,180.0,170.0
B925,2025-05-13 09:00:00+00:00,2.2,5.0,149.0,147.0
B954,2025-05-13 09:00:00+00:00,3.0,7.2,120.0,140.0
B957,2025-05-13 09:00:00+00:00,3.1,5.0,145.0,162.0
B986,2025-05-13 09:00:00+00:00,1.8,5.2,171.0,176.0
C018J,2025-05-13 09:00:00+00:00,5.6,7.8,8.0,20.0
C019V,2025-05-13 09:00:00+00:00,2.5,5.7,29.0,35.0
C029O,2025-05-13 09:00:00+00:00,2.9,6.7,70.0,350.0
C038N,2025-05-13 09:00:00+00:00,3.4,6.1,21.0,15.0
C048W,2025-05-13 09:00:00+00:00,4.8,8.2,40.0,50.0
C101A,2025-05-13 09:00:00+00:00,6.2,9.2,23.0,20.0
C117A,2025-05-13 09:00:00+00:00,6.1,10.2,18.0,12.0
C117Z,2025-05-13 09:00:00+00:00,1.1,3.6,249.0,280.0
C126A,2025-05-13 09:00:00+00:00,0.8,2.3,213.0,45.0
C129V,2025-05-13 09:00:00+00:00,3.8,7.4,48.0,32.0
C129Z,2025-05-13 09:00:00+00:00,1.0,2.3,178.0,208.0
C139E,2025-05-13 09:00:00+00:00,9.2,12.4,20.0,30.0
C148F,2025-05-13 09:00:00+00:00,3.9,8.0,333.0,307.0
C229J,2025-05-13 09:00:00+00:00,3.3,5.5,294.0,305.0
C239N,2025-05-13 09:00:00+00:00,3.1,5.0,42.0,42.0
C248E,2025-05-13 09:00:00+00:00,4.2,6.8,340.0,342.0
C249I,2025-05-13 09:00:00+00:00,4.2,6.2,30.0,20.0
C258K,2025-05-13 09:00:00+00:00,2.5,5.4,2.0,5.0
C259X,2025-05-13 09:00:00+00:00,2.4,5.0,358.0,27.0
C314Z,2025-05-13 09:00:00+00:00,3.4,10.2,40.0,40.0
C316I,2025-05-13 09:00:00+00:00,4.4,12.0,78.0,55.0
C317B,2025-05-13 09:00:00+00:00,1.6,4.9,213.0,355.0
C319W,2025-05-13 09:00:00+00:00,0.8,2.7,250.0,252.0
C328W,2025-05-13 09:00:00+00:00,3.0,6.9,31.0,67.0
C329Z,2025-05-13 09:00:00+00:00,2.7,10.0,351.0,20.0
C406G,2025-05-13 09:00:00+00:00,1.1,2.8,257.0,200.0
C419L,2025-05-13 09:00:00+00:00,2.2,4.7,209.0,150.0
C428T,2025-05-13 09:00:00+00:00,2.5,5.8,191.0,210.0
C429I,2025-05-13 09:00:00+00:00,1.8,4.6,200.0,120.0
C430E,2025-05-13 09:00:00+00:00,3.5,6.6,330.0,355.0
C438N,2025-05-13 09:00:00+00:00,2.3,4.9,147.0,147.0
C439J,2025-05-13 09:00:00+00:00,2.1,5.3,58.0,28.0
C446G,2025-05-13 09:00:00+00:00,2.2,7.7,313.0,315.0
C449C,2025-05-13 09:00:00+00:00,6.6,11.6,317.0,290.0
C449F,2025-05-13 09:00:00+00:00,2.3,6.3,359.0,357.0
C457I,2025-05-13 09:00:00+00:00,1.3,3.6,289.0,300.0
C458A,2025-05-13 09:00:00+00:00,1.8,5.2,253.0,302.0
C459Z,2025-05-13 09:00:00+00:00,0.5,3.1,312.0,295.0
C468X,2025-05-13 09:00:00+00:00,0.4,2.8,301.0,185.0
C469E,2025-05-13 09:00:00+00:00,1.8,2.9,33.0,37.0
C611E,2025-05-13 09:00:00+00:00,2.1,4.4,278.0,265.0
C612F,2025-05-13 09:00:00+00:00,0.9,3.2,258.0,312.0
C614H,2025-05-13 09:00:00+00:00,2.7,6.6,225.0,270.0
C619X,2025-05-13 09:00:00+00:00,2.9,4.8,12.0,352.0
C619Y,2025-05-13 09:00:00+00:00,3.4,8.9,87.0,73.0
C623I,2025-05-13 09:00:00+00:00,1.3,5.6,294.0,337.0
C625O,2025-05-13 09:00:00+00:00,2.4,4.2,194.0,217.0
C628B,2025-05-13 09:00:00+00:00,5.3,10.6,16.0,20.0
C629Q,2025-05-13 09:00:00+00:00,2.4,3.7,153.0,157.0
C629X,2025-05-13 09:00:00+00:00,2.8,3.4,130.0,122.0
C635B,2025-05-13 09:00:00+00:00,1.4,3.2,66.0,75.0
C639M,2025-05-13 09:00:00+00:00,1.2,4.7,184.0,120.0
C639U,2025-05-13 09:00:00+00:00,1.8,5.2,184.0,47.0
C648C,2025-05-13 09:00:00+00:00,2.4,8.2,168.0,355.0
C648N,2025-05-13 09:00:00+00:00,2.9,7.0,327.0,272.0
C649I,2025-05-13 09:00:00+00:00,5.7,8.2,360.0,20.0
C649R,2025-05-13 09:00:00+00:00,3.6,7.2,349.0,352.0
C656V,2025-05-13 09:00:00+00:00,2.1,6.1,349.0,
C658X,2025-05-13 09:00:00+00:00,2.2,6.4,297.0,297.0
C659H,2025-05-13 09:00:00+00:00,2.1,7.0,337.0,335.0
C659M,2025-05-13 09:00:00+00:00,1.9,5.1,,8.0
C665T,2025-05-13 09:00:00+00:00,2.6,5.6,326.0,332.0
C668V,2025-05-13 09:00:00+00:00,1.8,5.4,51.0,22.0
C669B,2025-05-13 09:00:00+00:00,2.1,5.2,348.0,347.0
C689E,2025-05-13 09:00:00+00:00,1.8,2.6,136.0,108.0
C839X,2025-05-13 09:00:00+00:00,5.8,8.6,32.0,44.0
C916Q,2025-05-13 09:00:00+00:00,1.8,6.4,89.0,110.0
C917E,2025-05-13 09:00:00+00:00,8.8,15.4,57.0,57.0
C919K,2025-05-13 09:00:00+00:00,1.5,2.9,261.0,270.0
C925F,2025-05-13 09:00:00+00:00,4.7,9.8,337.0,327.0
C928I,2025-05-13 09:00:00+00:00,6.6,10.0,347.0,5.0
C929I,2025-05-13 09:00:00+00:00,9.3,12.9,20.0,20.0
C939T,2025-05-13 09:00:00+00:00,5.3,9.6,2.0,342.0
0009X,2025-05-13 10:00:00+00:00,1.7,4.2,89.0,117.0
0016A,2025-05-13 10:00:00+00:00,3.1,6.7,160.0,130.0
0042Y,2025-05-13 10:00:00+00:00,2.5,4.5,148.0,162.0
0061X,2025-05-13 10:00:00+00:00,2.6,5.8,228.0,222.0
0066X,2025-05-13 10:00:00+00:00,1.9,5.2,216.0,217.0
0073X,2025-05-13 10:00:00+00:00,2.1,5.8,159.0,147.0
0076,2025-05-13 10:00:00+00:00,3.9,6.7,210.0,200.0
0092X,2025-05-13 10:00:00+00:00,2.0,6.1,222.0,250.0
0106X,2025-05-13 10:00:00+00:00,1.5,3.2,142.0,115.0
0114X,2025-05-13 10:00:00+00:00,1.1,3.2,183.0,200.0
0120X,2025-05-13 10:00:00+00:00,2.2,5.4,269.0,262.0
0149X,2025-05-13 10:00:00+00:00,1.9,4.2,219.0,199.0
0171X,2025-05-13 10:00:00+00:00,0.7,3.4,102.0,124.0
0201D,2025-05-13 10:00:00+00:00,5.2,6.1,209.0,213.0
0201X,2025-05-13 10:00:00+00:00,2.1,5.3,270.0,257.0
0222X,2025-05-13 10:00:00+00:00,1.0,3.9,87.0,117.0
0252D,2025-05-13 10:00:00+00:00,1.3,4.6,172.0,197.0
0281Y,2025-05-13 10:00:00+00:00,3.1,5.0,199.0,200.0
0284X,2025-05-13 10:00:00+00:00,2.6,5.6,158.0,195.0
0312X,2025-05-13 10:00:00+00:00,1.7,4.6,124.0,155.0
0320I,2025-05-13 10:00:00+00:00,1.9,5.4,182.0,90.0
0360X,2025-05-13 10:00:00+00:00,0.8,3.0,229.0,270.0
0363X,2025-05-13 10:00:00+00:00,1.8,5.0,158.0,135.0
0367,2025-05-13 10:00:00+00:00,1.6,4.6,140.0,120.0
0370E,2025-05-13 10:00:00+00:00,1.1,3.1,107.0,57.0
0372C,2025-05-13 10:00:00+00:00,1.6,3.7,86.0,109.0
0385X,2025-05-13 10:00:00+00:00,2.7,5.0,92.0,112.0
0394X,2025-05-13 10:00:00+00:00,1.6,3.5,48.0,70.0
0411X,2025-05-13 10:00:00+00:00,2.3,4.7,127.0,125.0
0413A,2025-05-13 10:00:00+00:00,1.6,4.0,151.0,112.0
0421X,2025-05-13 10:00:00+00:00,2.1,4.7,236.0,207.0
0429X,2025-05-13 10:00:00+00:00,1.6,3.9,180.0,207.0
0433D,2025-05-13 10:00:00+00:00,3.8,,307.0,
1002Y,2025-05-13 10:00:00+00:00,0.5,2.4,37.0,70.0
1010X,2025-05-13 10:00:00+00:00,0.6,2.0,356.0,317.0
1012P,2025-05-13 10:00:00+00:00,1.3,3.5,354.0,335.0
1014A,2025-05-13 10:00:00+00:00,3.1,4.6,10.0,20.0
1021X,2025-05-13 10:00:00+00:00,1.7,2.8,339.0,25.0
1025A,2025-05-13 10:00:00+00:00,0.9,2.6,33.0,47.0
1025X,2025-05-13 10:00:00+00:00,0.6,1.9,21.0,147.0
1026X,2025-05-13 10:00:00+00:00,0.9,2.9,326.0,140.0
